feature,rank,other_feature,corr
S_SPECIAL_RECIP_CONSTR,4,S_VTR,0.1875
S_SPECIAL_RECIP_CONSTR,5,S_VRT,0.1875
S_TYPICAL_PASSIVE_CONSTRUCTION,1,S_OVA,0.1875
S_TYPICAL_PASSIVE_CONSTRUCTION,2,S_TAM_MARK,0.1875
S_TYPICAL_PASSIVE_CONSTRUCTION,3,S_TAM,0.1875
S_TYPICAL_PASSIVE_CONSTRUCTION,4,M_2ND_PERSON_GENDER_DIST,0.1875
S_TYPICAL_PASSIVE_CONSTRUCTION,5,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_APPLICATIVE_CONSTRUCTION,1,S_SVO,0.1875
S_APPLICATIVE_CONSTRUCTION,2,S_ANY_REDUP,0.1875
S_APPLICATIVE_CONSTRUCTION,3,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
S_APPLICATIVE_CONSTRUCTION,4,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_APPLICATIVE_CONSTRUCTION,5,S_MONOMORPHEMIC_WORD_TEARS,0.1875
S_SUBJECT_RELATIVE_ZERO,1,S_NUMCLASS_MARK,0.1875
S_SUBJECT_RELATIVE_ZERO,2,S_TAM,0.1875
S_SUBJECT_RELATIVE_ZERO,3,S_PROCONJ_SING,0.1875
S_SUBJECT_RELATIVE_ZERO,4,S_INTERNALLY_HEADED_RELATIVE,0.1875
S_SUBJECT_RELATIVE_ZERO,5,S_COMPARATIVE_SURPASS_FORM,0
S_SUBJECT_RELATIVE_PARTICLE,1,S_POSSESSIVE_PREFIX,0.1875
S_SUBJECT_RELATIVE_PARTICLE,2,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_SUBJECT_RELATIVE_PARTICLE,3,S_OVA,0.1875
S_SUBJECT_RELATIVE_PARTICLE,4,S_MTA,0.1875
S_SUBJECT_RELATIVE_PARTICLE,5,S_TAM,0.1875
S_OBJECT_RELATIVE_ZERO,1,S_ALSO_FOLLOW_FOCUS,0.1875
S_OBJECT_RELATIVE_ZERO,2,S_NUMCLASS_MARK,0.1875
S_OBJECT_RELATIVE_ZERO,3,S_INSTRUMENT_RELATIVE_ZERO,0.1875
S_OBJECT_RELATIVE_ZERO,4,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_OBJECT_RELATIVE_ZERO,5,M_2ND_PERSON_GENDER_DIST,0.1875
S_OBJECT_RELATIVE_PARTICLE,1,S_WORD_ORDER_POLAR_INTERROG,0.1875
S_OBJECT_RELATIVE_PARTICLE,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_OBJECT_RELATIVE_PARTICLE,3,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_OBJECT_RELATIVE_PARTICLE,4,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_OBJECT_RELATIVE_PARTICLE,5,S_INTERNALLY_HEADED_RELATIVE,0.1875
S_INSTRUMENT_RELATIVE_ZERO,1,S_SVO,0.1875
S_INSTRUMENT_RELATIVE_ZERO,2,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_INSTRUMENT_RELATIVE_ZERO,3,S_INSTRUMENTAL_ADPOSITION,0.1875
S_INSTRUMENT_RELATIVE_ZERO,4,S_TAM_MARK,0.1875
S_INSTRUMENT_RELATIVE_ZERO,5,S_TAM,0.1875
S_INSTRUMENT_RELATIVE_PARTICLE,1,S_SVO,0.1875
S_INSTRUMENT_RELATIVE_PARTICLE,2,S_POSSESSIVE_SUFFIX,0.1875
S_INSTRUMENT_RELATIVE_PARTICLE,3,S_ADPOSITION_BEFORE_NOUN,0.1875
S_INSTRUMENT_RELATIVE_PARTICLE,4,S_RELATIVE_AFTER_NOUN,0.1875
S_INSTRUMENT_RELATIVE_PARTICLE,5,S_ALSO_FOLLOW_FOCUS,0.1875
S_SPEAK_COMPLEMENTIZER_RELATED_TO_SAY,1,S_ALSO_FOLLOW_FOCUS,0.1875
S_SPEAK_COMPLEMENTIZER_RELATED_TO_SAY,2,S_POSSESSIVE_SUFFIX,0.1875
S_SPEAK_COMPLEMENTIZER_RELATED_TO_SAY,3,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_SPEAK_COMPLEMENTIZER_RELATED_TO_SAY,4,M_COMP_STAN_MARK,0.1875
S_SPEAK_COMPLEMENTIZER_RELATED_TO_SAY,5,S_TAM,0.1875
S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,1,M_PROD_PLURAL_MARK,0.1875
S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,3,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,4,S_POSSESSIVE_SUFFIX,0.1875
S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,5,M_COMP_STAN_MARK,0.1875
S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,1,S_PULL_AT_REST_MARK,0.1875
S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,2,S_OP_VOCATIVE_MARKER_AFTER_NOUN,0.1875
S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,3,S_SERIAL_VERB_CONSTR,0.1875
S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,4,P_TONE,0.1875
S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,5,S_INSTRUMENT_RELATIVE_ZERO,0.1875
S_THINK_WANT_COMPLEMENTIZER,1,S_WORD_ORDER_POLAR_INTERROG,0.1875
S_THINK_WANT_COMPLEMENTIZER,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_THINK_WANT_COMPLEMENTIZER,3,S_BIPARTITE_NEGATION,0.1875
S_THINK_WANT_COMPLEMENTIZER,4,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_THINK_WANT_COMPLEMENTIZER,5,S_BODY_PART_SUBJ,0.1875
S_VERB_DOUBLING_TEMP,1,S_SVO,0.1875
S_VERB_DOUBLING_TEMP,2,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_VERB_DOUBLING_TEMP,3,S_TAM_PREFIX,0.1875
S_VERB_DOUBLING_TEMP,4,S_ANY_REDUP,0.1875
S_VERB_DOUBLING_TEMP,5,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
S_NEGATIVE_AFTER_VERB,1,S_POSSESSIVE_PREFIX,0.1875
S_NEGATIVE_AFTER_VERB,2,S_FINGER_TOE_DIST,0.1875
S_NEGATIVE_AFTER_VERB,3,S_ALSO_FOLLOW_FOCUS,0.1875
S_NEGATIVE_AFTER_VERB,4,S_BIPARTITE_NEGATION,0.1875
S_NEGATIVE_AFTER_VERB,5,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_NEGATIVE_BEFORE_VERB,1,S_POSSESSIVE_PREFIX,0.1875
S_NEGATIVE_BEFORE_VERB,2,S_OthTR,0.1875
S_NEGATIVE_BEFORE_VERB,3,S_INTERNALLY_HEADED_RELATIVE,0.1875
S_NEGATIVE_BEFORE_VERB,4,S_CORRELATIVE_RELATIVE,0.1875
S_NEGATIVE_BEFORE_VERB,5,S_ADJOINED_RELATIVE,0.1875
S_BIPARTITE_NEGATION,1,S_SVO,0.1875
S_BIPARTITE_NEGATION,2,S_INTERROGATIVE_PHRASE_INITIAL,0.1875
S_BIPARTITE_NEGATION,3,M_INDEFINITE_GENERIC,0.1875
S_BIPARTITE_NEGATION,4,M_PAST_MARK,0.1875
S_BIPARTITE_NEGATION,5,M_ORDINAL_NUMERALS,0.1875
S_INDEF_PRON_COOCCUR_PRED_NEG,1,S_NUMCLASS_MARK,0.1875
S_INDEF_PRON_COOCCUR_PRED_NEG,2,S_CORRELATIVE_RELATIVE,0.1875
S_INDEF_PRON_COOCCUR_PRED_NEG,3,S_VERB_DOUBLING_TEMP,0.1875
S_INDEF_PRON_COOCCUR_PRED_NEG,4,S_PARTICLE_AND_VERBAL_POLAR,0.1875
S_INDEF_PRON_COOCCUR_PRED_NEG,5,INV_VOWEL_HEIGHT_2,0.1875
S_FRONTING_PARTICLE,1,S_S-LIKE_DATIVE_POSSESS,0.1875
S_FRONTING_PARTICLE,2,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_FRONTING_PARTICLE,3,M_COMP_STAN_MARK,0.1875
S_FRONTING_PARTICLE,4,M_PROGRESSIVE_MARK,0.1875
S_FRONTING_PARTICLE,5,M_PROD_PLURAL_MARK,0.1875
S_CLEF_FOCUS_PARTICLE,1,S_SVO,0.1875
S_CLEF_FOCUS_PARTICLE,2,S_SVRT,0.1875
S_CLEF_FOCUS_PARTICLE,3,M_PROD_PLURAL_MARK,0.1875
S_CLEF_FOCUS_PARTICLE,4,M_PROGRESSIVE_MARK,0.1875
S_CLEF_FOCUS_PARTICLE,5,M_COMP_STAN_MARK,0.1875
S_CLEF_COPULA_FOCUS,1,S_SVO,0.1875
S_CLEF_COPULA_FOCUS,2,M_COMP_STAN_MARK,0.1875
S_CLEF_COPULA_FOCUS,3,P_COMPLEX_ONSETS,0.1875
S_CLEF_COPULA_FOCUS,4,S_TAM,0.1875
S_CLEF_COPULA_FOCUS,5,M_PROGRESSIVE_MARK,0.1875
S_VERB_DOUBLING,1,S_SVO,0.1875
S_VERB_DOUBLING,2,M_PROGRESSIVE_MARK,0.1875
S_VERB_DOUBLING,3,S_TAM_MARK,0.1875
S_VERB_DOUBLING,4,S_TAM_PREFIX,0.1875
S_VERB_DOUBLING,5,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_ALSO_FOLLOW_FOCUS,1,S_EXP_SUBJ_FEAR_VERBAL,0.2857142984867096
S_ALSO_FOLLOW_FOCUS,2,S_POSSESSOR_AFTER_NOUN,0.1875
S_ALSO_FOLLOW_FOCUS,3,P_PARA_CLICKS_AFFECTIVE,0.1875
S_ALSO_FOLLOW_FOCUS,4,S_OP_VOCATIVE_MARKER_BEFORE_NOUN,0.1875
S_ALSO_FOLLOW_FOCUS,5,S_OP_VOCATIVE_MARKER_AFTER_NOUN,0.1875
S_ALSO_PRECEDE_FOCUS,1,M_COMP_STAN_MARK,0.1875
S_ALSO_PRECEDE_FOCUS,2,M_PROGRESSIVE_MARK,0.1875
S_ALSO_PRECEDE_FOCUS,3,S_PROCONJ_SING,0.1875
S_ALSO_PRECEDE_FOCUS,4,S_RELATIVE_AFTER_NOUN,0.1875
S_ALSO_PRECEDE_FOCUS,5,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_OP_VOCATIVE_MARKER_AFTER_NOUN,1,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_OP_VOCATIVE_MARKER_AFTER_NOUN,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_OP_VOCATIVE_MARKER_AFTER_NOUN,3,M_ANTIDUAL,0.1875
S_OP_VOCATIVE_MARKER_AFTER_NOUN,4,S_PLURAL_MARK,0.1875
S_OP_VOCATIVE_MARKER_AFTER_NOUN,5,S_TAM_MARK,0.1875
S_OP_VOCATIVE_MARKER_BEFORE_NOUN,1,S_WORD_ORDER_POLAR_INTERROG,0.1875
S_OP_VOCATIVE_MARKER_BEFORE_NOUN,2,S_FINGER_TOE_DIST,0.1875
S_OP_VOCATIVE_MARKER_BEFORE_NOUN,3,S_NEGATIVE_BEFORE_VERB,0.1875
S_OP_VOCATIVE_MARKER_BEFORE_NOUN,4,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_OP_VOCATIVE_MARKER_BEFORE_NOUN,5,S_PROCONJ_SING,0.1875
P_PARA_CLICKS_AFFECTIVE,1,S_POSSESSIVE_PREFIX,0.1875
P_PARA_CLICKS_AFFECTIVE,2,S_AUXILIARY_NEGATION,0.1875
P_PARA_CLICKS_AFFECTIVE,3,M_2ND_PERSON_GENDER_DIST,0.1875
P_PARA_CLICKS_AFFECTIVE,4,S_ADJOINED_RELATIVE,0.1875
P_PARA_CLICKS_AFFECTIVE,5,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_MONOMORPHEMIC_WORD_TEARS,1,S_OVA,0.1875
S_MONOMORPHEMIC_WORD_TEARS,2,S_TAM_MARK,0.1875
S_MONOMORPHEMIC_WORD_TEARS,3,S_ALSO_FOLLOW_FOCUS,0.1875
S_MONOMORPHEMIC_WORD_TEARS,4,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_MONOMORPHEMIC_WORD_TEARS,5,M_2ND_PERSON_GENDER_DIST,0.1875
S_HAND_ARM_DIST,1,S_POSSESSIVE_PREFIX,0.1875
S_HAND_ARM_DIST,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_HAND_ARM_DIST,3,S_NEGATIVE_BEFORE_VERB,0.1875
S_HAND_ARM_DIST,4,S_BODY_HAIR_FEATHER_DIST,0.1875
S_HAND_ARM_DIST,5,S_FINGER_TOE_DIST,0.1875
S_FINGER_TOE_DIST,1,S_POSSESSIVE_SUFFIX,0.1875
S_FINGER_TOE_DIST,2,S_PULL_AT_REST_MARK,0.1875
S_FINGER_TOE_DIST,3,S_INCL_EXCL_DIST,0.1875
S_FINGER_TOE_DIST,4,S_3RD_PERSON_GENDER_DIST,0.1875
S_FINGER_TOE_DIST,5,S_DUAL_UNIT_PRON,0.1875
S_BODY_HAIR_FEATHER_DIST,1,S_POSSESSIVE_PREFIX,0.1875
S_BODY_HAIR_FEATHER_DIST,2,S_ADJOINED_RELATIVE,0.1875
S_BODY_HAIR_FEATHER_DIST,3,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_BODY_HAIR_FEATHER_DIST,4,S_AOV,0.1875
S_BODY_HAIR_FEATHER_DIST,5,S_OVA,0.1875
S_HEAR_SMELL_DIST,1,S_OthRT,0.1875
S_HEAR_SMELL_DIST,2,S_OVA,0.1875
S_HEAR_SMELL_DIST,3,S_NUMCLASS_MARK,0.1875
S_HEAR_SMELL_DIST,4,S_NEGATIVE_AFFIX,0.1875
S_HEAR_SMELL_DIST,5,INV_VOWEL_HEIGHT_5,0.1875
S_GREEN_BLUE_DIST,1,S_VTR,0.1875
S_GREEN_BLUE_DIST,2,S_OVA,0.1875
S_GREEN_BLUE_DIST,3,S_AOV,0.1875
S_GREEN_BLUE_DIST,4,INV_VOWEL_HEIGHT_5,0.1875
S_GREEN_BLUE_DIST,5,S_CASE_SUFFIX,0.1875
INV_VOWEL_HEIGHT_5,1,S_SVO,0.1875
INV_VOWEL_HEIGHT_5,2,P_CODAS,0.1875
INV_VOWEL_HEIGHT_5,3,S_MOTION_TO_FROM_DIFF,0.1875
INV_VOWEL_HEIGHT_5,4,S_PUSH_AT_REST_MARK,0.1875
INV_VOWEL_HEIGHT_5,5,S_SPECIAL_RECIP_CONSTR,0.1875
INV_VOWEL_HEIGHT_4,1,S_ALSO_FOLLOW_FOCUS,0.1875
INV_VOWEL_HEIGHT_4,2,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
INV_VOWEL_HEIGHT_4,3,S_ADJECTIVE_BEFORE_NOUN,0.1875
INV_VOWEL_HEIGHT_4,4,M_2ND_PERSON_GENDER_DIST,0.1875
INV_VOWEL_HEIGHT_4,5,S_EXP_SUBJ_FEAR_VERBAL,0.1875
INV_VOWEL_HEIGHT_3,1,S_ALSO_FOLLOW_FOCUS,0.1875
INV_VOWEL_HEIGHT_3,2,M_COMP_STAN_MARK,0.1875
INV_VOWEL_HEIGHT_3,3,S_PROCONJ_SING,0.1875
INV_VOWEL_HEIGHT_3,4,S_PARTICLE_AND_VERBAL_POLAR,0.1875
INV_VOWEL_HEIGHT_3,5,S_EXP_SUBJ_FEAR_VERBAL,0.1875
INV_VOWEL_HEIGHT_2,1,S_INTONATION_ONLY_POLAR,0.1875
INV_VOWEL_HEIGHT_2,2,P_COMPLEX_ONSETS,0.1875
INV_VOWEL_HEIGHT_2,3,S_INDEF_PRON_COOCCUR_PRED_NEG,0.1875
INV_VOWEL_HEIGHT_2,4,S_DEGREE_WORD_BEFORE_ADJECTIVE,0.1875
INV_VOWEL_HEIGHT_2,5,S_CASE_MARK,0.1875
INV_VOICED_ALVEOLAR_FRICATIVE,1,S_POSSESSIVE_SUFFIX,0.1875
INV_VOICED_ALVEOLAR_FRICATIVE,2,S_ADJOINED_RELATIVE,0.1875
INV_VOICED_ALVEOLAR_FRICATIVE,3,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
INV_VOICED_ALVEOLAR_FRICATIVE,4,INV_VOWEL_HEIGHT_5,0.1875
INV_VOICED_ALVEOLAR_FRICATIVE,5,S_AOV,0.1875
P_PRENASALIZED_SEGMENTS,1,S_SVO,0.1875
P_PRENASALIZED_SEGMENTS,2,S_ALSO_FOLLOW_FOCUS,0.1875
P_PRENASALIZED_SEGMENTS,3,S_POSSESSIVE_SUFFIX,0.1875
P_PRENASALIZED_SEGMENTS,4,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
P_PRENASALIZED_SEGMENTS,5,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_SHE/HER_USED_FOR_INANIMATE_REFERENTS,1,S_FORMS_OR_PHRASES_FOR_THE_SECOND_PERSON_PLURAL_PRONOUN_OTHER_THAN_YOU,0.1875
S_SHE/HER_USED_FOR_INANIMATE_REFERENTS,2,S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,0.1875
S_SHE/HER_USED_FOR_INANIMATE_REFERENTS,3,S_BE_SAT/STOOD_WITH_PROGRESSIVE_MEANING,0.1875
S_SHE/HER_USED_FOR_INANIMATE_REFERENTS,4,S_COMPLETIVE/PERFECT_MARKER_SLAM,0.1875
S_SHE/HER_USED_FOR_INANIMATE_REFERENTS,5,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_HE/HIM_USED_FOR_INANIMATE_REFERENTS,1,S_NEVER_AS_PREVERBAL_PAST_TENSE_NEGATOR,0.1875
S_HE/HIM_USED_FOR_INANIMATE_REFERENTS,2,S_DOUBLE_COMPARATIVES_AND_SUPERLATIVES,0.1875
S_HE/HIM_USED_FOR_INANIMATE_REFERENTS,3,S_MULTIPLE_NEGATION_/_NEGATIVE_CONCORD,0.1875
S_HE/HIM_USED_FOR_INANIMATE_REFERENTS,4,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_HE/HIM_USED_FOR_INANIMATE_REFERENTS,5,S_FORMS_OR_PHRASES_FOR_THE_SECOND_PERSON_PLURAL_PRONOUN_OTHER_THAN_YOU,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_REFERENTIAL_(NON-DUMMY)_IT,1,S_FORMS_OR_PHRASES_FOR_THE_SECOND_PERSON_PLURAL_PRONOUN_OTHER_THAN_YOU,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_REFERENTIAL_(NON-DUMMY)_IT,2,S_EVER_AS_MARKER_OF_EXPERIENTIAL_PERFECT,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_REFERENTIAL_(NON-DUMMY)_IT,3,S_CLAUSE-FINAL_BUT_=_ʼREALLYʼ,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_REFERENTIAL_(NON-DUMMY)_IT,4,S_USE_OF_INDEFINITE_ARTICLE_WHERE_STE_FAVOURS_ZERO,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_REFERENTIAL_(NON-DUMMY)_IT,5,S_POSTPOSED_ONE_AS_SOLE_RELATIVIZER,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_DUMMY_IT,1,S_NORTHERN_SUBJECT_RULE,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_DUMMY_IT,2,S_MULTIPLE_NEGATION_/_NEGATIVE_CONCORD,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_DUMMY_IT,3,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_DUMMY_IT,4,S_“SEQUENTIAL”_OR_“IRREALIS”_BE_DONE,0.1875
S_ALTERNATIVE_FORMS/PHRASES_FOR_DUMMY_IT,5,S_FORMS_OR_PHRASES_FOR_THE_SECOND_PERSON_PLURAL_PRONOUN_OTHER_THAN_YOU,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_SUBJECT_PRONOUNS,1,M_SERIAL_VERBS:_CONSTRUCTIONS_WITH_4_OR_MORE_VERBS,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_SUBJECT_PRONOUNS,2,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_SUBJECT_PRONOUNS,3,S_SVO,0
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_SUBJECT_PRONOUNS,4,S_MOTION_TO_FROM_DIFF,0
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_SUBJECT_PRONOUNS,5,S_PUSH_AT_REST_MARK,0
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_OBJECT_PRONOUNS,1,S_OTHER_ADVERBS_HAVE_THE_SAME_FORM_AS_ADJECTIVES,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_OBJECT_PRONOUNS,2,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_OBJECT_PRONOUNS,3,M_SERIAL_VERBS:_CONSTRUCTIONS_WITH_4_OR_MORE_VERBS,0.1875
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_OBJECT_PRONOUNS,4,S_INSTRUMENT_RELATIVE_ZERO,0
S_GENERALIZED_THIRD_PERSON_SINGULAR_PRONOUN:_OBJECT_PRONOUNS,5,S_COPULA_PRED_LOC,0
S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,1,S_COMPLETIVE/PERFECT_MARKER_SLAM,0.1875
S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,2,S_PRESENT_TENSE_FORMS_FOR_NEUTRAL_FUTURE_REFERENCE,0.1875
S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,3,S_IS_FOR_AM/WILL_WITH_1ST_PERSON_SINGULAR,0.1875
S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,4,S_WOULD_FOR_(DISTANT)_FUTURE_IN_CONTRAST_TO_WILL_(IMMEDIATE_FUTURE),0.1875
S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,5,S_WOULD_IN_IF-CLAUSES,0.1875
S_MYSELF/MESELF_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,1,S_THERE_WITH_PAST_PARTICIPLE_IN_RESULTATIVE_CONTEXTS,0.1875
S_MYSELF/MESELF_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,2,M_USE_OF_GOTTEN_AND_GOT_WITH_DISTINCT_MEANINGS_(DYNAMIC_VS._STATIC),0.1875
S_MYSELF/MESELF_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,3,S_RELATIVIZER_AT,0.1875
S_MYSELF/MESELF_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,4,S_RELATIVIZER_AS,0.1875
S_MYSELF/MESELF_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,5,S_BE_AS_PERFECT_AUXILIARY,0.1875
S_BENEFACTIVE_“PERSONAL_DATIVE”_CONSTRUCTION,1,S_NORTHERN_SUBJECT_RULE,0.1875
S_BENEFACTIVE_“PERSONAL_DATIVE”_CONSTRUCTION,2,S_COMPLETIVE/PERFECT_MARKER_SLAM,0.1875
S_BENEFACTIVE_“PERSONAL_DATIVE”_CONSTRUCTION,3,S_FORMS_OR_PHRASES_FOR_THE_SECOND_PERSON_PLURAL_PRONOUN_OTHER_THAN_YOU,0.1875
S_BENEFACTIVE_“PERSONAL_DATIVE”_CONSTRUCTION,4,S_PUSH_AT_REST_MARK,0
S_BENEFACTIVE_“PERSONAL_DATIVE”_CONSTRUCTION,5,S_PULL_AT_REST_MARK,0
M_NO_GENDER_DISTINCTION_IN_THIRD_PERSON_SINGULAR,1,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
M_NO_GENDER_DISTINCTION_IN_THIRD_PERSON_SINGULAR,2,S_DISTINCT_FORMS_FOR_INCLUSIVE/EXCLUSIVE_FIRST_PERSON_NON-SINGULAR,0.1875
M_NO_GENDER_DISTINCTION_IN_THIRD_PERSON_SINGULAR,3,M_MORE_NUMBER_DISTINCTIONS_IN_PERSONAL_PRONOUNS_THAN_SIMPLY_SINGULAR_VS._PLURAL,0.1875
M_NO_GENDER_DISTINCTION_IN_THIRD_PERSON_SINGULAR,4,S_PHRASES_WITH_FOR_+_NOUN_TO_EXPRESS_POSSESSION:_FOR-PHRASE_PRECEDING_POSSESSED_NP,0.1875
M_NO_GENDER_DISTINCTION_IN_THIRD_PERSON_SINGULAR,5,M_SERIAL_VERBS:_CONSTRUCTIONS_WITH_4_OR_MORE_VERBS,0.1875
S_REGULARIZED_REFLEXIVES_PARADIGM,1,M_INDEPENDENT_POSSESSIVE_PRONOUN_FORMS_WITH_ADDED_NASAL,0.1875
S_REGULARIZED_REFLEXIVES_PARADIGM,2,S_BE_SAT/STOOD_WITH_PROGRESSIVE_MEANING,0.1875
S_REGULARIZED_REFLEXIVES_PARADIGM,3,S_“SEQUENTIAL”_OR_“IRREALIS”_BE_DONE,0.1875
S_REGULARIZED_REFLEXIVES_PARADIGM,4,S_COMPLETIVE/PERFECT_MARKER_SLAM,0.1875
S_REGULARIZED_REFLEXIVES_PARADIGM,5,M_A-PREFIXING_ON_ING-FORMS,0.1875
S_OBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_FIRST_AND/OR_SECOND_PERSON_REFLEXIVES,1,S_OTHER_ADVERBS_HAVE_THE_SAME_FORM_AS_ADJECTIVES,0.1875
S_OBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_FIRST_AND/OR_SECOND_PERSON_REFLEXIVES,2,S_SPECIAL_NEGATIVE_VERBS_IN_IMPERATIVES,0.1875
S_OBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_FIRST_AND/OR_SECOND_PERSON_REFLEXIVES,3,S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,0.1875
S_OBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_FIRST_AND/OR_SECOND_PERSON_REFLEXIVES,4,M_SPECIAL_INFLECTED_FORMS_OF_HAVE,0.1875
S_OBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_FIRST_AND/OR_SECOND_PERSON_REFLEXIVES,5,S_COMPLETIVE/PERFECT_MARKER_SLAM,0.1875
S_SUBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_REFLEXIVES,1,S_NORTHERN_SUBJECT_RULE,0.1875
S_SUBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_REFLEXIVES,2,S_ME_INSTEAD_OF_I_IN_COORDINATE_SUBJECTS,0.1875
S_SUBJECT_PRONOUN_FORMS_SERVING_AS_BASE_FOR_REFLEXIVES,3,S_IS_FOR_AM/WILL_WITH_1ST_PERSON_SINGULAR,0.1875
